# 192.970000 26.264000
# bytecnt, realBegin, caluPerBegin, realEnd, caluPerEnd
    167493,     72019,     72204,    167248,    167042
    167486,     72015,     72196,    167241,    167034
    167528,     72058,     72245,    167284,    167083
    167507,     72038,     72182,    167263,    167020
    167538,     72068,     72234,    167293,    167072
    167471,     72005,     72136,    167227,    166974
    167493,     72016,     72225,    167248,    167063
    167506,     72043,     72216,    167262,    167054
    167510,     72039,     72207,    167265,    167045
    167481,     72017,     72174,    167237,    167012
    167534,     72068,     72256,    167289,    167094
    167549,     72072,     72218,    167304,    167056
    167531,     72068,     72185,    167287,    167023
    167496,     72030,     72168,    167251,    167006
    167476,     72010,     72183,    167232,    167021
    167462,     72004,     72189,    167218,    167027
    167495,     72032,     72236,    167251,    167074
    167510,     72041,     72218,    167266,    167056
    167522,     72053,     72215,    167278,    167053
    167515,     72053,     72196,    167270,    167034
    167465,     71997,     72153,    167221,    166991
    167418,     71954,     72156,    167173,    166994
    167495,     72031,     72280,    167251,    167118
    167473,     72004,     72181,    167229,    167019
    167443,     71973,     72173,    167199,    167011
    167504,     72039,     72264,    167259,    167102
    167496,     72030,     72195,    167252,    167033
    167536,     72065,     72243,    167291,    167081
    167513,     72050,     72180,    167269,    167018
    167525,     72057,     72215,    167280,    167053
    167493,     72024,     72171,    167249,    167009
    167525,     72057,     72235,    167281,    167073
    167526,     72064,     72204,    167282,    167042
    167523,     72058,     72200,    167278,    167038
    167492,     72026,     72172,    167247,    167010
    167515,     72053,     72226,    167271,    167064
    167474,     72002,     72162,    167230,    167000
    167511,     72040,     72240,    167267,    167078
    167502,     72027,     72194,    167258,    167032
    167523,     72055,     72224,    167278,    167062
    167509,     72043,     72189,    167264,    167027
    167488,     72025,     72182,    167244,    167020
    167496,     72028,     72211,    167252,    167049
    167498,     72025,     72205,    167254,    167043
    167505,     72025,     72210,    167260,    167048
    167506,     72035,     72204,    167262,    167042
    167493,     72017,     72190,    167249,    167028
    167500,     72031,     72210,    167255,    167048
    167491,     72026,     72194,    167246,    167032
    167480,     72015,     72192,    167235,    167030
    167478,     72008,     72201,    167233,    167039
    167479,     72016,     72204,    167235,    167042
    167460,     71991,     72184,    167215,    167022
    167468,     71997,     72211,    167224,    167049
    167443,     71974,     72178,    167199,    167016
    167479,     72011,     72239,    167234,    167077
    167508,     72040,     72232,    167263,    167070
    167487,     72004,     72182,    167242,    167020
    167484,     72010,     72200,    167239,    167038
    167480,     72013,     72199,    167235,    167037
    167511,     72042,     72234,    167267,    167072
    167470,     72009,     72162,    167225,    167000
    167471,     72008,     72204,    167227,    167042
    167490,     72024,     72222,    167245,    167060
    167464,     71998,     72177,    167219,    167015
    167492,     72024,     72231,    167247,    167069
    167505,     72033,     72216,    167261,    167054
    167494,     72025,     72192,    167249,    167030
    167482,     72017,     72191,    167237,    167029
    167533,     72064,     72254,    167289,    167092
    167470,     72004,     72140,    167226,    166978
    167482,     72018,     72215,    167238,    167053
    167468,     72008,     72189,    167224,    167027
    167477,     72000,     72212,    167232,    167050
    167474,     71999,     72200,    167230,    167038
    167487,     72012,     72216,    167243,    167054
    167481,     72012,     72197,    167237,    167035
    167469,     72001,     72191,    167224,    167029
    167499,     72016,     72233,    167254,    167071
    167463,     71991,     72167,    167219,    167005
    167409,     71943,     72149,    167165,    166987
    167487,     72012,     72281,    167243,    167119
    167484,     72021,     72200,    167240,    167038
    167468,     72001,     72187,    167223,    167025
    167485,     72023,     72220,    167240,    167058
    167467,     72001,     72185,    167223,    167023
    167493,     72030,     72229,    167249,    167067
    167461,     71996,     72171,    167216,    167009
    167483,     72018,     72225,    167238,    167063
    167489,     72021,     72209,    167244,    167047
    167521,     72041,     72235,    167276,    167073
    167460,     71992,     72142,    167215,    166980
    167494,     72024,     72237,    167249,    167075
    167477,     72009,     72186,    167232,    167024
    167501,     72035,     72227,    167256,    167065
    167517,     72047,     72219,    167273,    167057
    167473,     72010,     72159,    167229,    166997
    167514,     72043,     72244,    167269,    167082
    167484,     72015,     72173,    167240,    167011
    167526,     72058,     72245,    167282,    167083
    167496,     72026,     72173,    167252,    167011
    167526,     72063,     72233,    167282,    167071
    167506,     72040,     72183,    167262,    167021
    167487,     72013,     72184,    167242,    167022
    167468,     71998,     72184,    167224,    167022
    167501,     72026,     72236,    167257,    167074
    167498,     72028,     72200,    167254,    167038
    167474,     72005,     72179,    167230,    167017
    167521,     72052,     72250,    167277,    167088
    167465,     72002,     72147,    167221,    166985
    167485,     72019,     72223,    167241,    167061
    167521,     72055,     72239,    167277,    167077
    167490,     72023,     72172,    167246,    167010
    167499,     72038,     72212,    167255,    167050
    167514,     72045,     72218,    167270,    167056
    167497,     72026,     72186,    167252,    167024
    167509,     72045,     72215,    167265,    167053
    167466,     72002,     72160,    167222,    166998
    167497,     72028,     72234,    167253,    167072
    167487,     72004,     72193,    167243,    167031
    167526,     72051,     72242,    167282,    167080
    167513,     72050,     72190,    167269,    167028
