#detBytecnt, detRealBegin, detRealEnd, detCaluBegin, detCaluEnd
       -12,       -14,       -13,        -5,       -12
        -7,       -15,        -7,        -3,        -7
        23,        28,        23,        10,        23
         5,        -2,         6,         2,         5
        -9,         5,        -9,        -4,        -9
       -14,       -20,       -14,        -6,       -14
        -1,         3,        -1,         0,        -1
        17,         8,        17,         7,        17
         1,         4,         1,         0,         1
       -14,       -12,       -14,        -6,       -14
        11,        18,        10,         5,        11
       -22,       -22,       -21,        -9,       -22
        -1,        -2,        -2,        -1,        -1
         7,         2,         8,         3,         7
        19,        17,        18,         8,        19
        25,        24,        26,        11,        25
       -77,       -69,       -77,       -33,       -77
        42,        41,        41,        18,        42
       -57,       -61,       -56,       -24,       -57
        77,        71,        77,        32,        77
        11,        16,        11,         5,        11
        -7,       -14,        -8,        -3,        -7
